date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:41:00	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:39:34%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/about/what-we-do/programs/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/about/what-we-do/programs/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:41:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:39:34%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/about/mission-vision/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/about/mission-vision/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:42:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:40:59%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/about/what-we-do/faqs/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/about/what-we-do/faqs/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:42:26	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:41:01%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/our-impact/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/our-impact/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:42:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:41:02%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/our-impact/why-it-matters/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/our-impact/why-it-matters/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:42:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:41:05%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/our-impact/student-stories/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/our-impact/student-stories/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:43:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:42:25%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/our-impact/in-the-news/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/our-impact/in-the-news/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:43:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:42:27%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/our-impact/annual-reports/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/our-impact/annual-reports/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:43:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:42:32%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/who-we-are/our-story/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/who-we-are/our-story/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:44:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:42:32%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/who-we-are/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/who-we-are/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:45:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:43:52%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/who-we-are/our-team/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/who-we-are/our-team/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:45:23	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:43:59%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/get-involved/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/get-involved/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:45:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:43:58%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/who-we-are/contact-us/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/who-we-are/contact-us/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:45:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:44:03%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/get-involved/why-donate/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/get-involved/why-donate/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:46:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:45:23%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/get-involved/careers/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/get-involved/careers/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:46:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:45:25%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/get-involved/events/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/get-involved/events/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:46:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:45:30%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/apply/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/apply/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:46:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:45:29%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/cb-college-students/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/cb-college-students/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:46:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:46:49%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/what-we-do/programs/completion/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/what-we-do/programs/completion/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
21:46:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2025%20Jun%202025%2002:46:51%20GMT	https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/privacy-policy/	./collegebound_archive/web.archive.org/web/20250326115756/https_/www.collegeboundstl.org/privacy-policy/index.html	(from https://web.archive.org/web/20250326115756/https://www.collegeboundstl.org/)
